review,sentiment,tagalog
And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.,0,At kung na ay hindi sapat ng isang gulo ng isang pelikula para sa iyo - ang larawan ay din marred sa isang pare-pareho ang paggamit ng studio set at indoor exteriors.
Whatever prompted such a documentary is beyond me!,0,Anuman sinenyasan naturang documentary ay lampas sa akin!
(very serious spoilers) this movie was a huge disappointment.,0,(Napakaseryosong spoilers) pelikulang ito ay isang malaking pagkabigo.
there are so many problems i dont know where to start.,0,may mga kaya maraming mga problema Wala ko alam kung saan magsisimula.
the cast was great.,1,cast ay mahusay.
"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.",1,"steve martin naghahatid ng isang talagang nakakatawa pagganap ng isang nasa katanghaliang-gulang, itaas na klase, uptight puting guy."
add betty white and jean smart and you have a great cast - everyone played their parts really well.,1,si betty puti at jean matalino at mayroon kang isang mahusay cast - lahat ng tao nag-play ang kanilang bahagi talagang mahusay.
but the movie makes a lot of serious mistakes.,0,ngunit ang pelikula ay gumagawa ng isang pulutong ng malubhang pagkakamali.
"first of all, there are enough racial stereotypes and racial jokes to offend everyone.",0,"una sa lahat, may mga sapat na mga pangkat na panlahi stereotypes at mga pangkat na panlahi joke saktan ang damdamin sa lahat."
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.,0,ang pelikula ay littered sa overt mga pangkat na panlahi slurs patungo sa itim na mga miyembro ng cast at bilang kapalit ang mga puti ay inilalarawang morons at boobs.
"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.",0,"paglagay ng lahi card muna, hinahayaan tumingin sa mga pangunahing depekto sa ang film: sila sirain ni latifa character."
there is no real plot.,0,walang tunay na isang lagay ng lupa.
i wouldnt see this movie again for free.,0,i wouldnt makita ang pelikulang ito muli para sa libre.
STEAMBOAT WILLIE is an amazingly important film to our cinema history.,1,STEAMBOAT WILLIE ay isang amazingly mahalagang film sa aming cinema kasaysayan.
This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.,1,Ang ikalawang hitsura ng Mickey Mouse (pagsunod sa mga silent PLANE CRAZY mas maaga sa taong iyon) ay marahil ang kanyang pinaka-tanyag na film - karamihan ay dahil ito ay kaya ground-breaking.
"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.",1,"Habang hindi mo pa naririnig Mickey magsalita, may mga tons ng mga sound effects at musika sa buong film - isang bagay na lubos naming para sa ipinagkaloob ngayon ngunit kung saan ay isang malaking pleaser karamihan ng tao sa 1928."
"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.",1,"Gayunpaman, pagkatapos nakikita ang maikling muli pagkatapos ng halos 25 taon, ako ay amazed sa kung paano walang hanggang ang pelikula ay tunay."
"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.",1,"Ito ay lamang kaibig-ibig na nakikita Mickey playing ""Turkey sa dayami"" sa isang mataas na mapanlikha (kung paminsan-minsan ay malupit na) paraan."
Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.,1,Matalino at isang tunay na karamihan ng tao-pleaser - ito film pa rin nagra-rank kabilang sa mga pinakamahusay na pelikula Mickey ni kahit na matapos 80 kahanga-hangang mga taon.
"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.",0,"Ang bipolarity ng walang awa thug (isang minuto ng walang awa killer, ang susunod na minuto ng Luv ni diaper commercial) ay ganap na hilako."
"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.",0,"masyado ako nasiyahan na ang film na nais makatanggap ng napakaraming parangal at accolades, lalo na kapag may mga malayo mas karapat-dapat gawa ng film out doon."
The original Body and Soul (1947) is a masterpiece.,1,Ang orihinal na Katawan at Soul (1947) ay isang obra maestra.
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.",1,"John Garfield, Ann igalang, Lilli Plmer, William Conrad, Canada Lee ... at filmed sa pamamagitan ng isa sa mga pinakadakilang cinematographers sa kailanman biyaya ang screen..James Wong Howe."
I don't think there are any redeeming qualities in this remake.,0,Hindi sa tingin ko mayroong anumang redeeming katangian sa remake na ito.
This may be the only bad film he ever made.,0,Ito ay maaaring ang tanging masamang pelikula niya kailanman ginawa.
So bad...well...it's just bad.,0,Kaya bad ... well ... ito lang ang masama.
"This movie is a solid example of a bad plot and a very, very bad idea all the way.",0,"Ang pelikula na ito ay isang solid na halimbawa ng isang masamang lagay ng lupa at isang tunay, tunay masamang ideya sa lahat ng mga paraan."
It's a shame to see good actors like Thomerson and James make a living in a mess like this.,0,Ito ay isang kahihiyan upang makita ang magandang mga aktor tulad Thomerson at James gumawa ng isang buhay na sa isang gulo tulad nito.
I thought it was bad.,0,Akala ko ito ay masama.
"Both films are terrible, but to the credit of the 1986 version, it was watchable.",0,"Ang parehong mga pelikula ay kahila-hilakbot, ngunit sa credit ng 1986 na bersyon, ito ay watchable."
"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.",0,"Magsimula tayo sa lahat ng mga problema sa pag-arte, lalo na mula sa mga lead na propesor, ay napaka, napaka-masama."
The script is a big flawed mess.,0,Ang script ay isang malaking flawed gulo.
The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.,0,Ang pinakamahusay na halimbawa ng kung paano pipi ang pagsusulat ay kapag ito ay itinatag na maaari mong i-on ang zombie-aaral pabalik sa mga kawani na tao sa pamamagitan ng pagtanggal isang kuwintas na naglalaman ng isang piraso ng meteorite.
"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.",0,"Director Paul Matthews, na siya ring nagsulat / nakadirekta ang mahina 1995 monster movie ""Grim"", malinaw na hindi alam kung paano upang maging huwaran ang kanyang mga pelikula."
The movie is terribly boring in places.,0,Ang pelikula ay katakut-takot mainip sa lugar.
The lighting is awful.,0,sa pag-iilaw ay kahindik-hindik.
The film looks cheap and bland.,0,Ang pelikula ay mukhang cheap at mura.
One of the most disappointing aspects is the lack of notable gore.,0,Isa sa mga pinaka-disappointing aspeto ay ang kawalan ng mga pambihirang gore.
"This convention never worked well in the past, and certainly doesn't work here.",0,"convention na ito ay hindi kailanman nagtrabaho nang maayos sa nakaraan, at tiyak ay hindi gumagana dito."
The visual effects were AWFUL.,0,Ang visual effects ay kakila-kilabot.
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!,0,Ang CG opening sequence sa espasyo mukhang maaaring ito ay nilikha sa Microsoft Slideshow para sa kapakanan ng Diyos!
"The ""explosion"" of the Gas tanks at the end was just as awful.",0,"Ang ""pagsabog"" ng tank ng gas sa dulo ay tulad ng kakila-kilabot."
"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.",1,"Okay, gusto ko upang isaalang-alang ang aking sarili ng isang patas na kritiko, kaya kukunin ko na bigyan ng credit kung saan ang credit ay dahil - ang nilalang na mga epekto ay aktwal na medyo palamig."
"Gotta love those close-ups of slimy, drooling teeth!",1,"Gotta pag-ibig mga close-ups ng malansa, drooling ngipin!"
"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.",0,"Sa kabuuan ang film up, ""Breeders"" ay isang kahila-hilakbot na, mura na ginawa horror movie na dapat na iwasan tulad ng Ebola virus."
Not recommended.,0,Hindi inirerekumenda.
"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.",0,"Siya ay halos hindi mabata upang panoorin sa screen, siya ay may kaunti hanggang sa walang charisma, at kahila-hilakbot na comedic timing."
"Aside from it's terrible lead, this film has loads of other debits.",0,"Bukod sa ito ni kahila-hilakbot na lead, film na ito ay may mga naglo-load ng iba pang mga debit."
"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.",0,"Naiintindihan ko na ito ay dapat na maging isang murang popcorn comedy, ngunit na ay hindi nangangahulugan na ito ay may ganap na mang-insulto ng aming katalinuhan, at pagsusulat kaya hindi kapani-paniwalang mga karaniwang-karaniwan na ito kahangganan hindi kanais-nais."
"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.",0,"malaki talent Lewis Black ni ay nasayang dito masyadong, bilang siya ay sa kanyang pinaka sumusunog kapag siya ay hindi mapigil, kung saan ang PG-13 rating ay tiyak na ay hindi pinapayagan."
The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).,1,Ang film ni nag-iisang maliwanag na lugar ay Jonah Hill (kung sino ang magiging hitsura halos hindi makilalang sa mga tagahanga ng mga kamakailan-lamang na Superbad dahil sa ang halaga ng timbang na nawala sa pansamantala).
"With the originality and freshness of the first movie now spent, this remake had little else to offer.",0,"Sa pamamagitan ng pagka-orihinal at pagiging bago ng unang movie ngayon na ginastos, ito gumawang muli kakaunti pa ang alok."
The budget was evidently very limited.,0,Ang badyet ay talaga napaka limitado.
"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.",0,"Ito ay masasalamin hindi lamang sa cast, ngunit din sa ibaba-par script, na kung saan hiniram marami mula sa mga naunang classic."
"However, here there was no decent acting, action or location work to balance things up.",0,"Gayunpaman, narito walang disenteng kumikilos, pagkilos o lokasyon ng trabaho balansehin ang mga bagay."
Filmiing was less expansive.,0,Filmiing ay mas mababa malawak.
It failed to convey the broad sweep of landscapes that were a great part of the original.,0,Nabigo ito upang ihatid ang malawak na abot ng landscape na isang mahusay na bahagi ng orihinal.
Generally; it just lacked imagination.,0,Sa pangkalahatan; ito lang kulang sa imahinasyon.
Not recommended.,0,Hindi inirerekumenda.
Is it possible for a movie to get any worse than this?,0,Posible ba para sa isang pelikula upang makuha ang anumang mas masahol pa kaysa sa ito?
There is no plot here to keep you going in the first place.,0,Walang plot dito upang panatilihin kang pagpunta sa unang lugar.
"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.",0,"Kahit na kapag ang mga kababaihan sa wakas ay magpapakita, walang pag-sign ng pagpapabuti; ang pinaka-inaasahang bagay na mangyayari at sa oras na ang pelikula ay higit sa, maaari kang maging malayo tulog."
"Beware: this is not a trashy cult movie, this is trash -period!",0,"Mag-ingat: ito ay hindi isang pambasura uri ng pagsamba pelikula, ito ay basura -period!"
I can't believe there's even a sequel to this!,0,Hindi ako makapaniwala mayroong kahit isang sumunod na pangyayari sa ito!
Which is precisely why I am giving it such a bad review!,0,Na kung saan ay tiyak kung bakit ako ay nagbibigay ito tulad ng isang masamang review!
"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.",1,"Ang pagiging isang 90 na bata, ako tunay Naging masaya ang palabas na ito at maaari ba akong buong kapurihan sabihin na ako Tatangkilikin ito ng malaking oras at kahit na higit pa kaysa sa classical WB cartoons."
"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.",1,"Ngunit ""Tiny Toons"" itinatago ang 90 vibe at iniligtas ang isa sa mga pinaka-popular na, nakakatawa, at underrated cartoons kailanman nilikha."
The memories are murky but I can only say that I enjoyed every single episode and product related to the show.,1,Ang mga alaala ay madilim ngunit maaari ko lamang sabihin na ako Tatangkilikin ang bawat solong episode at produkto na may kaugnayan sa show.
"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).",1,"Madali, walang iba cartoon ginawa ako ng tawa sa isang malambot na paraan (bago pagkuha sa madilim na sitcom na nakatuon para sa mga tinedyer)."
The characters were all funny and had the peculiarity of not having a true lead character.,1,Ang mga character ay lahat nakakatawa at nagkaroon ng kakaibang uri ng hindi pagkakaroon ng isang tunay na nangunguna na karakter.
Every single character was hilarious and deserved to be called a lead.,1,Ang bawat solong character ay masayang-maingay at Karapat-dapat na tinatawag na isang lead.
"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.",0,"Ang bawat elemento ng kuwentong ito ay kaya sa paglipas ng tuktok, sobra-sobra pagkahuwad at contrived na ito ay masakit upang umupo sa pamamagitan ng."
"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.",0,"Ang kanyang mga linya ay tila NAKASULAT sa pamamagitan ng isang labinlimang taong gulang, bagaman ang mga ito ay sinusubukan oh kaya, kaya mahirap na tunog tulad ng kung paano ang isang labing limang taong gulang ay talagang, um, alam mo, well ... talk."
Perabo has a nice energy level and is obviously very comfortable in front of a camera.,1,Perabo ay may isang magaling na antas ng enerhiya at ito ay malinaw naman napaka-kumportable sa harap ng isang camera.
There is simply no excuse for something this poorly done.,0,May lang walang dahilan para sa isang bagay na ito hindi maganda ang tapos na.
I saw this movie and I thought this is a stupid movie.,0,Nakita ko ang pelikula at naisip ko na ito ay isang tangang pelikula.
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?,0,Ano ang mas bobo ay na nag-iisip ng ideya na dapat ay mayroong isang bulkan sa Los Angeles?
"To be honest with you, this is unbelievable nonsense and very foolish.",0,"Upang maging tapat sa iyo, ito ay mahirap na paniwalaan katarantaduhan at napaka-sira ang bait."
"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.",0,"Sa wakas, hindi na ako mag-abala na may ganitong pelikula dahil isang bulkan sa Los Angeles ay walang anuman kundi katarantaduhan."
The story line is just awful!,0,Ang linya ng kuwento ay lamang ng kakila-kilabot!
It's just painful!,0,Ito lamang ay masakit!
And the accents are absolutely abysmal!,0,At ang accent ay ganap na maarok!
There's also enough hypocrisy in this film to make me vomit.,0,Mayroon ding sapat na pakunwaring kabanalan sa film na ito upang ako sumuka.
Don't waste your time watching this rubbish non-researched film.,0,Huwag mag-aksaya ang iyong oras sa panonood ng mga basura di-masaliksik film.
I believe that Pitch Black was done well.,1,Naniniwala ako na Pitch Black ay tapos na rin.
"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.",1,"Ang mga character ay kawili-wili at gusto mong malaman ang higit pa tungkol sa mga ito ang mas mahabang pelikula napupunta sa, at sa tingin ko ang mga tao ay mabigla sa pamamagitan na ang ginagawa at hindi gawin itong."
Go watch it!,1,Pumunta panoorin ito!
Omit watching this.,0,Laktawan nanonood ito.
VERY funny!,1,Sobrang nakakatawa!
My rating: just 3 out of 10.,0,Aking rating: lamang 3 out of 10.
The characters are interesting and you really care for them.,1,Ang mga character ay kawili-wili at tunay pag-aalaga para sa kanila.
"An instant classic, with a great soundtrack and a catchy song during the ending credits.",1,"Isang instant klasikong, na may isang mahusay na soundtrack at isang kaakit-akit awit sa panahon ng pagtatapos ng mga kredito."
Don't miss it.,1,Huwag makaligtaan ito.
"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.",1,"Ito ay isang sanay na piraso ng film-making, na may maraming tema simmering at paminsan-minsan na kumukulo sa paglipas ng sa warts at lahat ng pag-aaral ng bohemian ng makata, self-mapagpasunod panahon ng digmaan taon na sumasaklaw sa pambobomba ng London at ang panlabas na katahimikan ng isang Welsh coastal retreat - ang borderlines pagitan pagkakaibigan, libog at pag-ibig, dedikasyon sa sining at karanasan kumpara sa mga praktikal na mga alalahanin, selos, agawan, karuwagan at pagkamakasarili kumpara sa kabayanihan at pagpapakasakit sa sarili at higit pa."
"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).",1,"Ang isang mature, banayad na script na nagmumungkahi at paminsan-minsan ay nagdudulot sa dramatic focus ang napapailalim na tensions ay mahusay na nagsilbi sa pamamagitan ng perpektong pagtatanghal (bukod sa mga kakaiba hindi naaangkop nakangiting na Keira Knightley ay nakadapa sa, bagaman marahil ay sa ilalim ng direksyon ng oras na ito bilang ang iba pang mga character sa kanilang sarili ay madalas banggitin ito )."
"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.",1,"Ngunit sa itaas ang lahat ng mga katangi-tanging visual na komposisyon ng bawat sandali, na may makabagong at eleganteng paggamit ng close-up, camera anggulo at lighting, kabilang pointillistic peke home movie footage, ay isang kataka-taka at kagalakan sa narito."
"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.",1,"Ito ay tulad ng patuloy na maganda upang tumingin sa bilang Bertolucci, ngunit ang relasyon dito ay mas kapani-paniwala at ang salaysay mas makatawag pansin kaysa sa ilan sa mga trabaho na master."
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.,0,Ang pangunahing saligan ay nasasayang dahil ito ay sidelined sa pamamagitan ng mga hindi maipaliliwanag focus sa documentary crew.
"Regardless, the film fails on most levels.",0,"Hindi alintana, ang film nabigo sa karamihan ng mga antas."
Avoid at all costs.,0,Iwasan sa lahat ng mga gastos.
"I saw this film over Christmas, and what a great film it was!",1,"Nakita ko ang film na ito sa paglipas ng Pasko, at kung ano ang isang mahusay na film na ito ay!"
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!,1,Akala ko Errol Flynn ay napakatalino bilang Custer at mula noon ay naging aking mga paboritong artista!
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!,1,Kanyang kumikilos sa tabi Olivia De Havilland ay makinang at ang pagtatapos ay kamangha-manghang!
"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.",1,"laging ako ay kilala na Errol Flynn ay isang makinang na aktor bilang siya ay aking dads paboritong artista, at ako lumaki sa panonood ng kanyang mga pelikula tulad ng isang bata."
But it wasn't until I watched this film that I realised how great he actually was.,1,Ngunit ito ay hindi hanggang sa napanood ko ang film na ako natanto kung paano mahusay na siya ay talagang.
I'll give this film 10 out of 10!,1,Bibigyan kita ng ito film 10 out of 10!
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.",0,"Alam ko na Jim O'Connor ay napaka energetic at na walang sinuman ay maaaring maging kasindami ng sa kanya, ngunit George ay well mapurol."
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.",0,"Siya talaga ay hindi mukhang gustong maging hosting; ang kanyang voice-overs ay hindi nag-iiba, ay hindi makakuha ng kasangkot sa mga bisita."
"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.",1,"Kaibig-ibig maliit thriller mula Hitchcock, na may maraming mga magaling na mga kalokohan na nakapalibot sa isang murdered ispya, isang inagaw anak, isang bastos na simbahan, isang banyagang lagay ng lupa at ang ilang mga random Taxidermists."
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.",1,"Jimmy Stewart ay gaya ng dati isang mahusay na bayani para sa Hitchcock, ang kuwento rips sa kahabaan sa kanyang cool na rurok sa isang function na embahada, ngunit ito ay kulang ang halimhim banta ng ni Hitchcock black and white, mababang badyet orihinal."
Nevertheless yet another wonderful film from the great master's stable.,1,Gayunpaman isa pang kahanga-hangang pelikula mula stable ang dakilang panginoon.
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!,1,Mayroon akong sabihin na ang film na ay napakahusay na ginawa at tops ang ratings tulad ng isang tipikal na sci fi film!
Excellently produced by one of Sci-fi's best producers Scot Vandiver !,1,Napakahusay na ginawa ng isa sa mga pinakamahusay na mga producer Sci-fi ni Scot Vandiver!
"But it is entertaining, nonetheless.",1,"Ngunit ito ay nakakaaliw, gayunman."
It's a campy sort of film that's a joy to watch.,1,Ito ay isang campy uri ng film na ang isang kagalakan upang panoorin.
There's barely a boring moment in the film and there are plenty of humorous parts.,1,May bahagya ng isang boring na sandali sa pelikula at maraming mga nakakatawa mga bahagi.
The cast is always entertaining as usual.,1,Ang cast ay palaging nakakaaliw gaya ng dati.
"Overall, a delight!",1,"Sa pangkalahatan, isang kaluguran!"
"This movie is so mind-bendingly awful, it couldn't have even been created.",0,"Ang pelikula na ito ay kaya isip-bendingly masagwa, ito'y hindi sana kahit nalikha na."
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.,0,Ang pelikula ay kulang ng anumang tunay na scares o pag-igting at ang ilan sa mga medikal na terminolohiya na ginagamit sa buong ay isang bit iffy sabihin ang hindi bababa sa at sinasabi ko na bilang isang insulin umaasa diabetes aking sarili.
The least said about the acting the better.,0,Ang hindi bababa sa sinabi tungkol sa kumikilos ang mas mahusay.
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.,1,Ang pelikula na ito ay isang mahusay na trabaho ng inilalantad ang pagiging kumplikado ng ang gawain at ang mga hindi kapani-paniwala mga hamon nakaharap sa South Africa.
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.,1,Naniniwala akong bawat isa ay dapat makita ang pelikulang ito bilang tingin ko ang ilang mga tao sa labas ng South Africa maunawaan ang kanyang nakaraan at kung ano ang tinangka sa katotohanan at pagkakasundo proseso.
Nothing short of magnificent photography/cinematography in this film.,1,Walang maikling ng kahanga-hanga photography / cinematography sa film na ito.
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.",1,"Kumikilos ay kapani-paniwala, ang mga kuwento ay swabeng habi magkasama, at ang mga aso ay kahanga-hanga ............. A ay dapat umarkila, tingnan, o nakikita."
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10,1,Huwag matakot ng mga subtitle ........ nito nagkakahalaga ng isang maliit na pag-ayaw therapy 10/10
Excellent performance.,1,Mahusay na pagganap.
There still are good actors around!,1,May pa rin ang mahusay na aktor sa paligid!
Also great directing and photography.,1,Gayundin mahusay na pamamahala at photography.
"Very true to Shakespear, and a 'must' for all Shakespear fans.",1,"Very true sa Shakespear, at isang 'dapat' para sa lahat ng mga tagahanga Shakespear."
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.",1,"Macbeth (Jason Connery) Napaiyak ako sa sa kanyang final monolog (out maikling kandila, sa labas) Binigyan niya ang globo ng moral na pagkabulok at madilim na pwersa ng isang mukha ng tao, na ginagawang mas kawili-wili."
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.",1,"Helen Baxendale ay isang napaka-kapani-paniwala na babae Macbeth kung sino ang maaaring maging napaka-cheerfull minsan at kung minsan siya lamang mukhang isang malikot na batang babae, ngunit nakamamatay sa kanyang panlasa para sa dugo at kasamaan."
"If you love death and decay, and Shakespears lyrics... this is the one.",1,"Kung mahilig ka sa kamatayan at pagkabulok, at Shakespears lyrics ... ito ay ang isa."
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.",1,"Ito ay isang nakakatawa at kagiliw-giliw na adaptation ng libro Dr Seuss, brilliantly animated sa pamamagitan UPA ni finest at lubusan anupat nararapat sa kanyang Academy Award."
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.",1,"Espesyal na pagbanggit ay dapat na ginawa ng napakahusay na puntos ng musika at sound effects, na kung saan ay isang mahalagang sangkap sa pagtulong upang gumawa ito tulad ng isang di-malilimutang at kasiya-siya cartoon."
"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.",1,"Gayunman Paul Schrader ay sa katunayan na ginawa sa isang film ""tungkol sa"" Mishima na ay parehong napakahusay & complex."
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.,1,Gayundin kapansin-pansing ay John Bailey ni fine malulutong na maganda kulay cinematography at ang mahusay na disenyo ng produksyon at costume sa pamamagitan ng Eiko Ishioka na nagpunta sa upang gawin ang mga di-malilimutang mga costume para ni Coppola Dracula para sa kung saan siya ay nakatanggap ng isang mahusay marapat Oscar.
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.",0,"Kahit na nagpapahintulot para sa mahihirap na mga halaga ng produksyon para sa oras (1971) at ang format (ang ilang mga uri ng mini-serye), ito ay baaaaaad."
"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.",0,"Maliban kung ikaw ay lamang sa labas upang biswal na ""collect"" lahat ng mga kasalukuyang mga pelikula ng Austen trabaho, maaari mong laktawan ang isang ito."
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.",1,"Kung gagawin mo ito, gayunpaman, may mga maliliit na pang-aaliw: Ang actresses paglalaro ni Anne babae sa bawat gawin ang isang kahanga-hangang trabaho sa kanilang mga tungkulin."
It is not good.,0,Ito ay hindi mabuti.
"Speaking of the music, it is unbearably predictably and kitchy.",0,"Nagsasalita ng musika, ito ay unbearably predictably at kitchy."
Then the film just dropped the ball.,0,Pagkatapos ay sa pelikula lamang ay bumaba ang bola.
This is a stunning movie.,1,Ito ay isang nakamamanghang pelikula.
Raw and sublimely moving.,1,Raw at sublimely gumagalaw.
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.",1,"Ito nadama tulad ng isang napaka-gripping, intelligent stage play (ngunit walang ang labis na theatrical na pakiramdam ng isang tunay na gets mula sa pagmamasid sa mga tao sa isang stage) na kung saan ay gumaganap sa malaking takot ng lahat ng isang maliit na kasinungalingan dumadami na halimaw kahihinatnan."
All of the main players are mesmerising.,1,Ang lahat ng mga pangunahing mga manlalaro ay mesmerizing.
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.,1,Tom Wilkinson sinira ang aking puso sa dulo ... at ang iba ay judging sa pamamagitan ng halaga ng pangangapa para hankies at mga kamay na nagsisiahon sa mukha bukod sa mga lalaki at babae magkamukha.
Julian Fellowes has triumphed again.,1,Julian Fellowes ay triumphed muli.
He's a national treasure.,1,Siya ay isang pambansang yaman.
GO AND SEE IT!,1,GO AT TINGNAN IT!
This is an excellent film.,1,Ito ay isang mahusay na pelikula.
The aerial scenes were well-done.,1,Ang aerial eksena ay mahusay na tapos na.
It was also the right balance of war and love.,1,Ito ay din ang tamang balanse ng digmaan at pag-ibig.
"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.",1,"Ang pelikula ay nagbibigay kahulugan sa mga parirala, ""Huwag kailanman sa kasaysayan ng salungatan ng tao ay kaya magkano na inutang sa pamamagitan ng kaya maraming mga na kaya ang ilang."
Kris Kristoffersen is good in this movie and really makes a difference.,1,Kris Kristoffersen ay mabuti sa pelikulang ito at talagang gumagawa ng isang pagkakaiba.
A good film by a great director!,1,Ang isang mahusay na pelikula sa pamamagitan ng isang mahusay na director!
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.,1,Ito ay talagang isa sa mga mas mahusay na dokumentaryo Nakita ko na pagtingin sa ugnayan ng pamilya at pag-aasawa.
